task_label,project,started_at,ended_at,duration_minutes
deep_work,Financeiro pessoal,2025-01-26 05:30:00,2025-01-26 06:48:00,78
admin,Portfolio,2025-01-26 06:00:00,2025-01-26 06:28:00,28
pesquisa,Consultoria,2025-01-26 06:30:00,2025-01-26 07:57:00,87
codando,Consultoria,2025-01-26 07:00:00,2025-01-26 08:40:00,100
deep_work,Portfolio,2025-01-26 07:30:00,2025-01-26 10:08:00,158
deep_work,Financeiro pessoal,2025-01-26 08:00:00,2025-01-26 10:22:00,142
codando,Trabalho,2025-01-26 08:30:00,2025-01-26 10:59:00,149
reuniao,Financeiro pessoal,2025-01-26 09:00:00,2025-01-26 09:42:00,42
codando,Trabalho,2025-01-26 09:30:00,2025-01-26 10:11:00,41
deep_work,Financeiro pessoal,2025-01-26 10:00:00,2025-01-26 12:53:00,173
pesquisa,Estudos,2025-01-26 10:30:00,2025-01-26 13:09:00,159
reuniao,Estudos,2025-01-26 11:00:00,2025-01-26 13:59:00,179
foco,Consultoria,2025-01-26 11:30:00,2025-01-26 11:58:00,28
codando,Consultoria,2025-01-26 12:00:00,2025-01-26 13:49:00,109
foco,Portfolio,2025-01-26 12:30:00,2025-01-26 13:22:00,52
reuniao,Trabalho,2025-01-26 13:00:00,2025-01-26 15:51:00,171
reuniao,Estudos,2025-01-26 13:30:00,2025-01-26 15:18:00,108
reuniao,Financeiro pessoal,2025-01-26 14:00:00,2025-01-26 15:54:00,114
admin,Portfolio,2025-01-26 14:30:00,2025-01-26 15:58:00,88
codando,Financeiro pessoal,2025-01-26 15:00:00,2025-01-26 15:57:00,57
pesquisa,Estudos,2025-01-26 15:30:00,2025-01-26 18:08:00,158
pesquisa,Estudos,2025-01-26 16:00:00,2025-01-26 18:59:00,179
foco,Estudos,2025-01-26 16:30:00,2025-01-26 17:53:00,83
foco,Estudos,2025-01-26 17:00:00,2025-01-26 18:31:00,91
foco,Financeiro pessoal,2025-01-26 17:30:00,2025-01-26 18:09:00,39
codando,Portfolio,2025-01-26 18:00:00,2025-01-26 18:53:00,53
deep_work,Estudos,2025-01-26 18:30:00,2025-01-26 20:40:00,130
foco,Consultoria,2025-01-26 19:00:00,2025-01-26 20:01:00,61
reuniao,Portfolio,2025-01-26 19:30:00,2025-01-26 22:05:00,155
foco,Consultoria,2025-01-26 20:00:00,2025-01-26 21:25:00,85
reuniao,Financeiro pessoal,2025-01-26 20:30:00,2025-01-26 21:10:00,40
admin,Estudos,2025-01-26 21:00:00,2025-01-26 22:38:00,98
deep_work,Portfolio,2025-01-26 21:30:00,2025-01-26 22:59:00,89
deep_work,Estudos,2025-01-26 22:00:00,2025-01-26 22:24:00,24
codando,Estudos,2025-01-26 22:30:00,2025-01-26 23:56:00,86
codando,Portfolio,2025-01-26 23:00:00,2025-01-26 23:35:00,35
pesquisa,Estudos,2025-01-26 23:30:00,2025-01-27 01:28:00,118
admin,Estudos,2025-01-27 00:00:00,2025-01-27 01:32:00,92
codando,Trabalho,2025-01-27 00:30:00,2025-01-27 01:24:00,54
reuniao,Trabalho,2025-01-27 01:00:00,2025-01-27 02:42:00,102
admin,Portfolio,2025-01-27 01:30:00,2025-01-27 03:39:00,129
deep_work,Portfolio,2025-01-27 02:00:00,2025-01-27 02:58:00,58
reuniao,Estudos,2025-01-27 02:30:00,2025-01-27 02:59:00,29
admin,Consultoria,2025-01-27 03:00:00,2025-01-27 05:47:00,167
deep_work,Portfolio,2025-01-27 03:30:00,2025-01-27 03:50:00,20
codando,Estudos,2025-01-27 04:00:00,2025-01-27 04:25:00,25
reuniao,Consultoria,2025-01-27 04:30:00,2025-01-27 05:55:00,85
reuniao,Trabalho,2025-01-27 05:00:00,2025-01-27 05:57:00,57
deep_work,Portfolio,2025-01-27 05:30:00,2025-01-27 06:56:00,86
reuniao,Estudos,2025-01-27 06:00:00,2025-01-27 07:59:00,119
codando,Trabalho,2025-01-27 06:30:00,2025-01-27 08:06:00,96
codando,Financeiro pessoal,2025-01-27 07:00:00,2025-01-27 07:54:00,54
codando,Trabalho,2025-01-27 07:30:00,2025-01-27 08:34:00,64
deep_work,Estudos,2025-01-27 08:00:00,2025-01-27 10:49:00,169
foco,Consultoria,2025-01-27 08:30:00,2025-01-27 09:57:00,87
foco,Financeiro pessoal,2025-01-27 09:00:00,2025-01-27 09:36:00,36
reuniao,Financeiro pessoal,2025-01-27 09:30:00,2025-01-27 09:54:00,24
codando,Financeiro pessoal,2025-01-27 10:00:00,2025-01-27 11:16:00,76
reuniao,Portfolio,2025-01-27 10:30:00,2025-01-27 12:24:00,114
deep_work,Estudos,2025-01-27 11:00:00,2025-01-27 11:49:00,49
reuniao,Financeiro pessoal,2025-01-27 11:30:00,2025-01-27 11:56:00,26
pesquisa,Trabalho,2025-01-27 12:00:00,2025-01-27 14:23:00,143
foco,Consultoria,2025-01-27 12:30:00,2025-01-27 14:20:00,110
reuniao,Estudos,2025-01-27 13:00:00,2025-01-27 15:46:00,166
reuniao,Trabalho,2025-01-27 13:30:00,2025-01-27 16:19:00,169
admin,Portfolio,2025-01-27 14:00:00,2025-01-27 15:11:00,71
reuniao,Financeiro pessoal,2025-01-27 14:30:00,2025-01-27 14:55:00,25
pesquisa,Trabalho,2025-01-27 15:00:00,2025-01-27 17:08:00,128
foco,Estudos,2025-01-27 15:30:00,2025-01-27 17:24:00,114
admin,Trabalho,2025-01-27 16:00:00,2025-01-27 18:52:00,172
deep_work,Portfolio,2025-01-27 16:30:00,2025-01-27 17:55:00,85
deep_work,Consultoria,2025-01-27 17:00:00,2025-01-27 17:29:00,29
foco,Financeiro pessoal,2025-01-27 17:30:00,2025-01-27 18:15:00,45
deep_work,Estudos,2025-01-27 18:00:00,2025-01-27 20:32:00,152
pesquisa,Financeiro pessoal,2025-01-27 18:30:00,2025-01-27 19:57:00,87
reuniao,Financeiro pessoal,2025-01-27 19:00:00,2025-01-27 20:57:00,117
foco,Financeiro pessoal,2025-01-27 19:30:00,2025-01-27 21:00:00,90
admin,Trabalho,2025-01-27 20:00:00,2025-01-27 21:09:00,69
reuniao,Trabalho,2025-01-27 20:30:00,2025-01-27 21:06:00,36
deep_work,Consultoria,2025-01-27 21:00:00,2025-01-27 21:30:00,30
deep_work,Portfolio,2025-01-27 21:30:00,2025-01-27 22:42:00,72
admin,Estudos,2025-01-27 22:00:00,2025-01-27 23:09:00,69
pesquisa,Trabalho,2025-01-27 22:30:00,2025-01-28 01:05:00,155
admin,Financeiro pessoal,2025-01-27 23:00:00,2025-01-28 01:23:00,143
foco,Portfolio,2025-01-27 23:30:00,2025-01-28 00:51:00,81
admin,Estudos,2025-01-28 00:00:00,2025-01-28 01:35:00,95
deep_work,Estudos,2025-01-28 00:30:00,2025-01-28 02:52:00,142
pesquisa,Estudos,2025-01-28 01:00:00,2025-01-28 02:49:00,109
pesquisa,Estudos,2025-01-28 01:30:00,2025-01-28 02:18:00,48
codando,Consultoria,2025-01-28 02:00:00,2025-01-28 04:01:00,121
admin,Estudos,2025-01-28 02:30:00,2025-01-28 04:30:00,120
foco,Portfolio,2025-01-28 03:00:00,2025-01-28 05:09:00,129
deep_work,Trabalho,2025-01-28 03:30:00,2025-01-28 05:38:00,128
reuniao,Portfolio,2025-01-28 04:00:00,2025-01-28 04:48:00,48
pesquisa,Financeiro pessoal,2025-01-28 04:30:00,2025-01-28 05:48:00,78
admin,Consultoria,2025-01-28 05:00:00,2025-01-28 07:42:00,162
codando,Consultoria,2025-01-28 05:30:00,2025-01-28 06:59:00,89
foco,Financeiro pessoal,2025-01-28 06:00:00,2025-01-28 07:55:00,115
foco,Portfolio,2025-01-28 06:30:00,2025-01-28 07:33:00,63
deep_work,Portfolio,2025-01-28 07:00:00,2025-01-28 08:43:00,103
pesquisa,Financeiro pessoal,2025-01-28 07:30:00,2025-01-28 09:50:00,140
deep_work,Estudos,2025-01-28 08:00:00,2025-01-28 09:16:00,76
codando,Estudos,2025-01-28 08:30:00,2025-01-28 10:46:00,136
reuniao,Trabalho,2025-01-28 09:00:00,2025-01-28 10:23:00,83
reuniao,Portfolio,2025-01-28 09:30:00,2025-01-28 11:28:00,118
reuniao,Portfolio,2025-01-28 10:00:00,2025-01-28 10:57:00,57
foco,Financeiro pessoal,2025-01-28 10:30:00,2025-01-28 13:14:00,164
pesquisa,Financeiro pessoal,2025-01-28 11:00:00,2025-01-28 11:46:00,46
deep_work,Estudos,2025-01-28 11:30:00,2025-01-28 12:06:00,36
deep_work,Portfolio,2025-01-28 12:00:00,2025-01-28 13:22:00,82
codando,Portfolio,2025-01-28 12:30:00,2025-01-28 13:00:00,30
reuniao,Consultoria,2025-01-28 13:00:00,2025-01-28 14:23:00,83
pesquisa,Trabalho,2025-01-28 13:30:00,2025-01-28 14:28:00,58
pesquisa,Trabalho,2025-01-28 14:00:00,2025-01-28 16:29:00,149
codando,Estudos,2025-01-28 14:30:00,2025-01-28 16:44:00,134
admin,Portfolio,2025-01-28 15:00:00,2025-01-28 17:56:00,176
pesquisa,Consultoria,2025-01-28 15:30:00,2025-01-28 16:34:00,64
pesquisa,Portfolio,2025-01-28 16:00:00,2025-01-28 17:47:00,107
deep_work,Financeiro pessoal,2025-01-28 16:30:00,2025-01-28 18:09:00,99
codando,Estudos,2025-01-28 17:00:00,2025-01-28 19:58:00,178
pesquisa,Trabalho,2025-01-28 17:30:00,2025-01-28 17:58:00,28
pesquisa,Portfolio,2025-01-28 18:00:00,2025-01-28 20:54:00,174
deep_work,Estudos,2025-01-28 18:30:00,2025-01-28 20:34:00,124
pesquisa,Trabalho,2025-01-28 19:00:00,2025-01-28 21:24:00,144
deep_work,Portfolio,2025-01-28 19:30:00,2025-01-28 21:07:00,97
admin,Consultoria,2025-01-28 20:00:00,2025-01-28 21:04:00,64
foco,Estudos,2025-01-28 20:30:00,2025-01-28 22:37:00,127
deep_work,Portfolio,2025-01-28 21:00:00,2025-01-28 23:49:00,169
deep_work,Trabalho,2025-01-28 21:30:00,2025-01-28 23:28:00,118
pesquisa,Trabalho,2025-01-28 22:00:00,2025-01-28 22:46:00,46
deep_work,Consultoria,2025-01-28 22:30:00,2025-01-28 23:29:00,59
codando,Estudos,2025-01-28 23:00:00,2025-01-28 23:45:00,45
reuniao,Estudos,2025-01-28 23:30:00,2025-01-29 01:12:00,102
reuniao,Portfolio,2025-01-29 00:00:00,2025-01-29 00:45:00,45
admin,Trabalho,2025-01-29 00:30:00,2025-01-29 01:59:00,89
deep_work,Trabalho,2025-01-29 01:00:00,2025-01-29 02:26:00,86
codando,Consultoria,2025-01-29 01:30:00,2025-01-29 01:55:00,25
pesquisa,Consultoria,2025-01-29 02:00:00,2025-01-29 02:47:00,47
pesquisa,Estudos,2025-01-29 02:30:00,2025-01-29 03:02:00,32
foco,Trabalho,2025-01-29 03:00:00,2025-01-29 04:22:00,82
admin,Portfolio,2025-01-29 03:30:00,2025-01-29 04:02:00,32
codando,Financeiro pessoal,2025-01-29 04:00:00,2025-01-29 06:28:00,148
codando,Portfolio,2025-01-29 04:30:00,2025-01-29 05:29:00,59
pesquisa,Consultoria,2025-01-29 05:00:00,2025-01-29 05:50:00,50
foco,Portfolio,2025-01-29 05:30:00,2025-01-29 06:06:00,36
pesquisa,Trabalho,2025-01-29 06:00:00,2025-01-29 08:36:00,156
foco,Estudos,2025-01-29 06:30:00,2025-01-29 08:38:00,128
reuniao,Financeiro pessoal,2025-01-29 07:00:00,2025-01-29 08:23:00,83
codando,Estudos,2025-01-29 07:30:00,2025-01-29 08:46:00,76
reuniao,Financeiro pessoal,2025-01-29 08:00:00,2025-01-29 10:40:00,160
pesquisa,Financeiro pessoal,2025-01-29 08:30:00,2025-01-29 11:11:00,161
admin,Trabalho,2025-01-29 09:00:00,2025-01-29 09:44:00,44
deep_work,Trabalho,2025-01-29 09:30:00,2025-01-29 11:51:00,141
admin,Consultoria,2025-01-29 10:00:00,2025-01-29 11:37:00,97
admin,Consultoria,2025-01-29 10:30:00,2025-01-29 11:46:00,76
deep_work,Financeiro pessoal,2025-01-29 11:00:00,2025-01-29 12:30:00,90
codando,Consultoria,2025-01-29 11:30:00,2025-01-29 13:17:00,107
reuniao,Trabalho,2025-01-29 12:00:00,2025-01-29 14:12:00,132
reuniao,Consultoria,2025-01-29 12:30:00,2025-01-29 14:29:00,119
codando,Financeiro pessoal,2025-01-29 13:00:00,2025-01-29 14:06:00,66
deep_work,Estudos,2025-01-29 13:30:00,2025-01-29 15:45:00,135
foco,Portfolio,2025-01-29 14:00:00,2025-01-29 16:30:00,150
admin,Consultoria,2025-01-29 14:30:00,2025-01-29 16:19:00,109
pesquisa,Trabalho,2025-01-29 15:00:00,2025-01-29 17:10:00,130
reuniao,Estudos,2025-01-29 15:30:00,2025-01-29 17:19:00,109
codando,Trabalho,2025-01-29 16:00:00,2025-01-29 18:28:00,148
pesquisa,Consultoria,2025-01-29 16:30:00,2025-01-29 19:08:00,158
deep_work,Financeiro pessoal,2025-01-29 17:00:00,2025-01-29 19:34:00,154
pesquisa,Portfolio,2025-01-29 17:30:00,2025-01-29 18:01:00,31
pesquisa,Portfolio,2025-01-29 18:00:00,2025-01-29 20:05:00,125
admin,Estudos,2025-01-29 18:30:00,2025-01-29 20:51:00,141
deep_work,Portfolio,2025-01-29 19:00:00,2025-01-29 20:12:00,72
pesquisa,Financeiro pessoal,2025-01-29 19:30:00,2025-01-29 22:29:00,179
reuniao,Trabalho,2025-01-29 20:00:00,2025-01-29 21:59:00,119
deep_work,Financeiro pessoal,2025-01-29 20:30:00,2025-01-29 21:26:00,56
reuniao,Estudos,2025-01-29 21:00:00,2025-01-29 23:18:00,138
codando,Estudos,2025-01-29 21:30:00,2025-01-29 22:48:00,78
codando,Portfolio,2025-01-29 22:00:00,2025-01-29 23:13:00,73
foco,Financeiro pessoal,2025-01-29 22:30:00,2025-01-30 01:15:00,165
codando,Trabalho,2025-01-29 23:00:00,2025-01-29 23:20:00,20
pesquisa,Financeiro pessoal,2025-01-29 23:30:00,2025-01-30 02:18:00,168
deep_work,Trabalho,2025-01-30 00:00:00,2025-01-30 00:47:00,47
codando,Trabalho,2025-01-30 00:30:00,2025-01-30 02:41:00,131
reuniao,Financeiro pessoal,2025-01-30 01:00:00,2025-01-30 01:35:00,35
pesquisa,Consultoria,2025-01-30 01:30:00,2025-01-30 02:17:00,47
codando,Financeiro pessoal,2025-01-30 02:00:00,2025-01-30 04:49:00,169
admin,Trabalho,2025-01-30 02:30:00,2025-01-30 04:41:00,131
reuniao,Estudos,2025-01-30 03:00:00,2025-01-30 05:28:00,148
reuniao,Estudos,2025-01-30 03:30:00,2025-01-30 05:45:00,135
foco,Portfolio,2025-01-30 04:00:00,2025-01-30 05:57:00,117
admin,Estudos,2025-01-30 04:30:00,2025-01-30 05:59:00,89
foco,Consultoria,2025-01-30 05:00:00,2025-01-30 06:51:00,111
codando,Trabalho,2025-01-30 05:30:00,2025-01-30 05:52:00,22
admin,Financeiro pessoal,2025-01-30 06:00:00,2025-01-30 07:40:00,100
reuniao,Financeiro pessoal,2025-01-30 06:30:00,2025-01-30 07:33:00,63
foco,Consultoria,2025-01-30 07:00:00,2025-01-30 09:54:00,174
pesquisa,Estudos,2025-01-30 07:30:00,2025-01-30 08:13:00,43
admin,Trabalho,2025-01-30 08:00:00,2025-01-30 10:47:00,167
reuniao,Estudos,2025-01-30 08:30:00,2025-01-30 11:29:00,179
deep_work,Portfolio,2025-01-30 09:00:00,2025-01-30 10:58:00,118
admin,Estudos,2025-01-30 09:30:00,2025-01-30 12:10:00,160
admin,Portfolio,2025-01-30 10:00:00,2025-01-30 12:11:00,131
codando,Financeiro pessoal,2025-01-30 10:30:00,2025-01-30 13:17:00,167
pesquisa,Trabalho,2025-01-30 11:00:00,2025-01-30 13:22:00,142
codando,Portfolio,2025-01-30 11:30:00,2025-01-30 13:41:00,131
admin,Estudos,2025-01-30 12:00:00,2025-01-30 14:29:00,149
admin,Estudos,2025-01-30 12:30:00,2025-01-30 13:57:00,87
pesquisa,Financeiro pessoal,2025-01-30 13:00:00,2025-01-30 14:50:00,110
pesquisa,Consultoria,2025-01-30 13:30:00,2025-01-30 14:49:00,79
foco,Consultoria,2025-01-30 14:00:00,2025-01-30 16:31:00,151
reuniao,Estudos,2025-01-30 14:30:00,2025-01-30 16:53:00,143
reuniao,Consultoria,2025-01-30 15:00:00,2025-01-30 16:55:00,115
foco,Trabalho,2025-01-30 15:30:00,2025-01-30 18:14:00,164
reuniao,Consultoria,2025-01-30 16:00:00,2025-01-30 18:28:00,148
admin,Trabalho,2025-01-30 16:30:00,2025-01-30 17:22:00,52
foco,Estudos,2025-01-30 17:00:00,2025-01-30 17:49:00,49
foco,Estudos,2025-01-30 17:30:00,2025-01-30 17:54:00,24
reuniao,Estudos,2025-01-30 18:00:00,2025-01-30 20:17:00,137
deep_work,Financeiro pessoal,2025-01-30 18:30:00,2025-01-30 21:09:00,159
reuniao,Consultoria,2025-01-30 19:00:00,2025-01-30 21:59:00,179
codando,Portfolio,2025-01-30 19:30:00,2025-01-30 20:27:00,57
deep_work,Portfolio,2025-01-30 20:00:00,2025-01-30 20:36:00,36
foco,Estudos,2025-01-30 20:30:00,2025-01-30 22:38:00,128
deep_work,Consultoria,2025-01-30 21:00:00,2025-01-30 21:59:00,59
admin,Trabalho,2025-01-30 21:30:00,2025-01-31 00:21:00,171
pesquisa,Portfolio,2025-01-30 22:00:00,2025-01-31 00:39:00,159
deep_work,Estudos,2025-01-30 22:30:00,2025-01-31 00:40:00,130
codando,Portfolio,2025-01-30 23:00:00,2025-01-31 01:27:00,147
pesquisa,Portfolio,2025-01-30 23:30:00,2025-01-31 01:24:00,114
admin,Portfolio,2025-01-31 00:00:00,2025-01-31 02:46:00,166
codando,Estudos,2025-01-31 00:30:00,2025-01-31 01:18:00,48
pesquisa,Estudos,2025-01-31 01:00:00,2025-01-31 03:44:00,164
admin,Financeiro pessoal,2025-01-31 01:30:00,2025-01-31 03:02:00,92
pesquisa,Financeiro pessoal,2025-01-31 02:00:00,2025-01-31 02:40:00,40
pesquisa,Financeiro pessoal,2025-01-31 02:30:00,2025-01-31 03:49:00,79
reuniao,Portfolio,2025-01-31 03:00:00,2025-01-31 04:57:00,117
codando,Consultoria,2025-01-31 03:30:00,2025-01-31 05:04:00,94
codando,Estudos,2025-01-31 04:00:00,2025-01-31 06:18:00,138
deep_work,Financeiro pessoal,2025-01-31 04:30:00,2025-01-31 07:17:00,167
codando,Consultoria,2025-01-31 05:00:00,2025-01-31 07:12:00,132
codando,Financeiro pessoal,2025-01-31 05:30:00,2025-01-31 07:43:00,133
pesquisa,Financeiro pessoal,2025-01-31 06:00:00,2025-01-31 08:02:00,122
foco,Consultoria,2025-01-31 06:30:00,2025-01-31 08:09:00,99
reuniao,Financeiro pessoal,2025-01-31 07:00:00,2025-01-31 08:22:00,82
deep_work,Portfolio,2025-01-31 07:30:00,2025-01-31 08:46:00,76
reuniao,Portfolio,2025-01-31 08:00:00,2025-01-31 08:48:00,48
deep_work,Portfolio,2025-01-31 08:30:00,2025-01-31 10:58:00,148
admin,Trabalho,2025-01-31 09:00:00,2025-01-31 11:23:00,143
pesquisa,Financeiro pessoal,2025-01-31 09:30:00,2025-01-31 10:48:00,78
codando,Trabalho,2025-01-31 10:00:00,2025-01-31 11:45:00,105
codando,Estudos,2025-01-31 10:30:00,2025-01-31 12:00:00,90
foco,Consultoria,2025-01-31 11:00:00,2025-01-31 12:48:00,108
reuniao,Estudos,2025-01-31 11:30:00,2025-01-31 13:27:00,117
reuniao,Trabalho,2025-01-31 12:00:00,2025-01-31 13:03:00,63
reuniao,Portfolio,2025-01-31 12:30:00,2025-01-31 14:45:00,135
codando,Financeiro pessoal,2025-01-31 13:00:00,2025-01-31 14:34:00,94
reuniao,Financeiro pessoal,2025-01-31 13:30:00,2025-01-31 16:12:00,162
pesquisa,Portfolio,2025-01-31 14:00:00,2025-01-31 14:42:00,42
deep_work,Financeiro pessoal,2025-01-31 14:30:00,2025-01-31 15:34:00,64
codando,Consultoria,2025-01-31 15:00:00,2025-01-31 16:51:00,111
pesquisa,Consultoria,2025-01-31 15:30:00,2025-01-31 16:02:00,32
admin,Consultoria,2025-01-31 16:00:00,2025-01-31 16:53:00,53
pesquisa,Estudos,2025-01-31 16:30:00,2025-01-31 17:59:00,89
pesquisa,Portfolio,2025-01-31 17:00:00,2025-01-31 19:07:00,127
admin,Consultoria,2025-01-31 17:30:00,2025-01-31 20:02:00,152
pesquisa,Trabalho,2025-01-31 18:00:00,2025-01-31 20:25:00,145
deep_work,Consultoria,2025-01-31 18:30:00,2025-01-31 19:10:00,40
codando,Estudos,2025-01-31 19:00:00,2025-01-31 21:55:00,175
foco,Trabalho,2025-01-31 19:30:00,2025-01-31 22:00:00,150
admin,Portfolio,2025-01-31 20:00:00,2025-01-31 20:42:00,42
codando,Portfolio,2025-01-31 20:30:00,2025-01-31 21:08:00,38
reuniao,Consultoria,2025-01-31 21:00:00,2025-01-31 22:09:00,69
deep_work,Trabalho,2025-01-31 21:30:00,2025-01-31 22:09:00,39
foco,Trabalho,2025-01-31 22:00:00,2025-02-01 00:15:00,135
deep_work,Consultoria,2025-01-31 22:30:00,2025-02-01 00:21:00,111
deep_work,Consultoria,2025-01-31 23:00:00,2025-02-01 00:52:00,112
reuniao,Financeiro pessoal,2025-01-31 23:30:00,2025-02-01 01:12:00,102
foco,Financeiro pessoal,2025-02-01 00:00:00,2025-02-01 01:12:00,72
deep_work,Consultoria,2025-02-01 00:30:00,2025-02-01 02:52:00,142
reuniao,Estudos,2025-02-01 01:00:00,2025-02-01 02:44:00,104
admin,Financeiro pessoal,2025-02-01 01:30:00,2025-02-01 03:11:00,101
reuniao,Consultoria,2025-02-01 02:00:00,2025-02-01 02:28:00,28
pesquisa,Trabalho,2025-02-01 02:30:00,2025-02-01 02:53:00,23
codando,Financeiro pessoal,2025-02-01 03:00:00,2025-02-01 03:44:00,44
reuniao,Estudos,2025-02-01 03:30:00,2025-02-01 04:23:00,53
reuniao,Portfolio,2025-02-01 04:00:00,2025-02-01 05:32:00,92
reuniao,Trabalho,2025-02-01 04:30:00,2025-02-01 07:06:00,156
deep_work,Estudos,2025-02-01 05:00:00,2025-02-01 06:41:00,101
foco,Estudos,2025-02-01 05:30:00,2025-02-01 08:10:00,160
reuniao,Estudos,2025-02-01 06:00:00,2025-02-01 08:36:00,156
reuniao,Trabalho,2025-02-01 06:30:00,2025-02-01 06:53:00,23
pesquisa,Estudos,2025-02-01 07:00:00,2025-02-01 07:26:00,26
pesquisa,Portfolio,2025-02-01 07:30:00,2025-02-01 08:04:00,34
admin,Financeiro pessoal,2025-02-01 08:00:00,2025-02-01 08:57:00,57
admin,Trabalho,2025-02-01 08:30:00,2025-02-01 10:20:00,110
pesquisa,Estudos,2025-02-01 09:00:00,2025-02-01 10:11:00,71
foco,Consultoria,2025-02-01 09:30:00,2025-02-01 11:10:00,100
admin,Financeiro pessoal,2025-02-01 10:00:00,2025-02-01 11:59:00,119
codando,Trabalho,2025-02-01 10:30:00,2025-02-01 10:56:00,26
codando,Consultoria,2025-02-01 11:00:00,2025-02-01 13:06:00,126
foco,Consultoria,2025-02-01 11:30:00,2025-02-01 12:34:00,64
pesquisa,Estudos,2025-02-01 12:00:00,2025-02-01 13:18:00,78
admin,Trabalho,2025-02-01 12:30:00,2025-02-01 14:51:00,141
reuniao,Estudos,2025-02-01 13:00:00,2025-02-01 13:40:00,40
pesquisa,Portfolio,2025-02-01 13:30:00,2025-02-01 16:25:00,175
admin,Consultoria,2025-02-01 14:00:00,2025-02-01 14:22:00,22
foco,Portfolio,2025-02-01 14:30:00,2025-02-01 17:11:00,161
codando,Estudos,2025-02-01 15:00:00,2025-02-01 15:21:00,21
foco,Financeiro pessoal,2025-02-01 15:30:00,2025-02-01 16:18:00,48
admin,Consultoria,2025-02-01 16:00:00,2025-02-01 18:45:00,165
foco,Financeiro pessoal,2025-02-01 16:30:00,2025-02-01 17:26:00,56
admin,Trabalho,2025-02-01 17:00:00,2025-02-01 18:04:00,64
admin,Consultoria,2025-02-01 17:30:00,2025-02-01 20:21:00,171
foco,Portfolio,2025-02-01 18:00:00,2025-02-01 20:19:00,139
deep_work,Financeiro pessoal,2025-02-01 18:30:00,2025-02-01 19:35:00,65
reuniao,Trabalho,2025-02-01 19:00:00,2025-02-01 21:39:00,159
pesquisa,Consultoria,2025-02-01 19:30:00,2025-02-01 20:42:00,72
codando,Trabalho,2025-02-01 20:00:00,2025-02-01 21:04:00,64
reuniao,Portfolio,2025-02-01 20:30:00,2025-02-01 21:21:00,51
pesquisa,Consultoria,2025-02-01 21:00:00,2025-02-01 21:37:00,37
pesquisa,Trabalho,2025-02-01 21:30:00,2025-02-01 22:02:00,32
codando,Estudos,2025-02-01 22:00:00,2025-02-02 00:31:00,151
reuniao,Consultoria,2025-02-01 22:30:00,2025-02-01 23:12:00,42
codando,Consultoria,2025-02-01 23:00:00,2025-02-02 00:21:00,81
admin,Consultoria,2025-02-01 23:30:00,2025-02-02 00:43:00,73
codando,Consultoria,2025-02-02 00:00:00,2025-02-02 01:28:00,88
foco,Estudos,2025-02-02 00:30:00,2025-02-02 01:03:00,33
deep_work,Portfolio,2025-02-02 01:00:00,2025-02-02 02:57:00,117
deep_work,Estudos,2025-02-02 01:30:00,2025-02-02 02:17:00,47
deep_work,Estudos,2025-02-02 02:00:00,2025-02-02 03:54:00,114
reuniao,Trabalho,2025-02-02 02:30:00,2025-02-02 04:00:00,90
reuniao,Financeiro pessoal,2025-02-02 03:00:00,2025-02-02 04:26:00,86
admin,Financeiro pessoal,2025-02-02 03:30:00,2025-02-02 06:26:00,176
deep_work,Trabalho,2025-02-02 04:00:00,2025-02-02 05:59:00,119
admin,Estudos,2025-02-02 04:30:00,2025-02-02 05:50:00,80
deep_work,Trabalho,2025-02-02 05:00:00,2025-02-02 07:02:00,122
reuniao,Consultoria,2025-02-02 05:30:00,2025-02-02 08:06:00,156
foco,Trabalho,2025-02-02 06:00:00,2025-02-02 08:18:00,138
foco,Trabalho,2025-02-02 06:30:00,2025-02-02 07:06:00,36
foco,Consultoria,2025-02-02 07:00:00,2025-02-02 08:08:00,68
codando,Financeiro pessoal,2025-02-02 07:30:00,2025-02-02 09:07:00,97
foco,Consultoria,2025-02-02 08:00:00,2025-02-02 09:05:00,65
pesquisa,Portfolio,2025-02-02 08:30:00,2025-02-02 10:22:00,112
deep_work,Trabalho,2025-02-02 09:00:00,2025-02-02 11:20:00,140
foco,Trabalho,2025-02-02 09:30:00,2025-02-02 10:02:00,32
pesquisa,Financeiro pessoal,2025-02-02 10:00:00,2025-02-02 11:04:00,64
pesquisa,Estudos,2025-02-02 10:30:00,2025-02-02 11:06:00,36
pesquisa,Consultoria,2025-02-02 11:00:00,2025-02-02 12:06:00,66
admin,Estudos,2025-02-02 11:30:00,2025-02-02 12:51:00,81
admin,Portfolio,2025-02-02 12:00:00,2025-02-02 13:02:00,62
pesquisa,Consultoria,2025-02-02 12:30:00,2025-02-02 13:57:00,87
codando,Portfolio,2025-02-02 13:00:00,2025-02-02 15:23:00,143
foco,Portfolio,2025-02-02 13:30:00,2025-02-02 15:38:00,128
deep_work,Portfolio,2025-02-02 14:00:00,2025-02-02 14:47:00,47
codando,Consultoria,2025-02-02 14:30:00,2025-02-02 16:23:00,113
reuniao,Consultoria,2025-02-02 15:00:00,2025-02-02 17:17:00,137
admin,Financeiro pessoal,2025-02-02 15:30:00,2025-02-02 17:20:00,110
