date,category,description,amount
2030-01-31,alimentacao,Taxi/Uber,339.62
2030-02-01,saude,Mercado,200.06
2030-02-02,lazer,Restaurante,286.54
2030-02-03,alimentacao,Compra,221.7
2030-02-04,alimentacao,Compra,426.57
2030-02-05,transporte,Assinatura mensal,237.24
2030-02-06,lazer,Compra,98.27
2030-02-07,alimentacao,Farmácia,302.21
2030-02-08,lazer,Compra,249.07
2030-02-09,saude,Farmácia,362.7
2030-02-10,transporte,Restaurante,83.73
2030-02-11,alimentacao,Assinatura mensal,121.12
2030-02-12,lazer,Farmácia,415.12
2030-02-13,mercado,Restaurante,418.86
2030-02-14,alimentacao,Mercado,201.8
2030-02-15,alimentacao,Compra,26.25
2030-02-16,alimentacao,Taxi/Uber,141.42
2030-02-17,lazer,Taxi/Uber,114.97
2030-02-18,assinaturas,Farmácia,189.53
2030-02-19,saude,Assinatura mensal,146.42
2030-02-20,alimentacao,Farmácia,373.9
2030-02-21,mercado,Restaurante,6.35
2030-02-22,mercado,Restaurante,291.86
2030-02-23,transporte,Farmácia,300.6
2030-02-24,assinaturas,Farmácia,298.98
2030-02-25,assinaturas,Mercado,236.66
2030-02-26,lazer,Restaurante,276.94
2030-02-27,transporte,Mercado,365.67
2030-02-28,lazer,Farmácia,353.97
2030-03-01,transporte,Assinatura mensal,20.41
2030-03-02,saude,Compra,18.54
2030-03-03,assinaturas,Restaurante,378.33
2030-03-04,saude,Taxi/Uber,260.75
2030-03-05,lazer,Mercado,431.06
2030-03-06,transporte,Restaurante,197.06
2030-03-07,assinaturas,Compra,83.65
2030-03-08,assinaturas,Mercado,215.59
2030-03-09,alimentacao,Restaurante,199.26
2030-03-10,lazer,Mercado,235.14
2030-03-11,alimentacao,Mercado,364.54
2030-03-12,assinaturas,Farmácia,296.73
2030-03-13,lazer,Farmácia,87.45
2030-03-14,lazer,Mercado,331.84
2030-03-15,saude,Mercado,268.39
2030-03-16,mercado,Taxi/Uber,262.35
2030-03-17,transporte,Compra,306.82
2030-03-18,mercado,Compra,255.96
2030-03-19,mercado,Assinatura mensal,208.59
2030-03-20,assinaturas,Assinatura mensal,289.97
2030-03-21,saude,Assinatura mensal,327.06
2030-03-22,transporte,Farmácia,105.47
2030-03-23,mercado,Farmácia,226.19
2030-03-24,mercado,Taxi/Uber,208.89
2030-03-25,lazer,Farmácia,22.76
2030-03-26,assinaturas,Assinatura mensal,376.33
2030-03-27,mercado,Restaurante,172.94
2030-03-28,transporte,Mercado,37.35
2030-03-29,alimentacao,Assinatura mensal,208.77
2030-03-30,alimentacao,Taxi/Uber,76.86
2030-03-31,assinaturas,Mercado,318.46
2030-04-01,alimentacao,Farmácia,259.44
2030-04-02,lazer,Mercado,125.2
2030-04-03,lazer,Restaurante,427.96
2030-04-04,transporte,Taxi/Uber,134.83
2030-04-05,saude,Farmácia,251.97
2030-04-06,assinaturas,Compra,361.7
2030-04-07,assinaturas,Assinatura mensal,233.68
2030-04-08,alimentacao,Restaurante,432.58
2030-04-09,mercado,Restaurante,380.52
2030-04-10,mercado,Assinatura mensal,414.85
2030-04-11,saude,Taxi/Uber,170.85
2030-04-12,mercado,Taxi/Uber,249.02
2030-04-13,saude,Restaurante,378.87
2030-04-14,transporte,Assinatura mensal,407.06
2030-04-15,assinaturas,Mercado,425.24
2030-04-16,alimentacao,Compra,396.22
2030-04-17,transporte,Compra,330.19
2030-04-18,lazer,Taxi/Uber,15.78
2030-04-19,lazer,Taxi/Uber,145.15
2030-04-20,lazer,Mercado,62.38
2030-04-21,saude,Taxi/Uber,73.87
2030-04-22,saude,Compra,134.45
2030-04-23,assinaturas,Assinatura mensal,38.26
2030-04-24,lazer,Restaurante,113.15
2030-04-25,saude,Compra,430.86
2030-04-26,saude,Mercado,143.81
2030-04-27,mercado,Assinatura mensal,76.07
2030-04-28,saude,Assinatura mensal,324.64
2030-04-29,lazer,Restaurante,373.68
2030-04-30,transporte,Compra,144.75
2030-05-01,lazer,Assinatura mensal,128.93
2030-05-02,mercado,Assinatura mensal,112.58
2030-05-03,lazer,Taxi/Uber,180.0
2030-05-04,alimentacao,Assinatura mensal,43.82
2030-05-05,mercado,Mercado,302.76
2030-05-06,assinaturas,Assinatura mensal,370.89
2030-05-07,lazer,Taxi/Uber,300.34
2030-05-08,saude,Farmácia,192.43
2030-05-09,transporte,Farmácia,133.59
2030-05-10,lazer,Mercado,187.2
2030-05-11,transporte,Restaurante,193.61
2030-05-12,alimentacao,Restaurante,301.38
2030-05-13,assinaturas,Mercado,417.99
2030-05-14,saude,Assinatura mensal,36.41
2030-05-15,mercado,Assinatura mensal,429.24
2030-05-16,mercado,Farmácia,410.04
2030-05-17,assinaturas,Farmácia,57.39
2030-05-18,alimentacao,Compra,86.7
2030-05-19,alimentacao,Farmácia,143.66
2030-05-20,lazer,Farmácia,254.05
2030-05-21,alimentacao,Mercado,64.84
2030-05-22,lazer,Compra,94.15
2030-05-23,transporte,Restaurante,406.69
2030-05-24,assinaturas,Compra,53.64
2030-05-25,transporte,Assinatura mensal,182.5
2030-05-26,transporte,Assinatura mensal,344.54
2030-05-27,transporte,Compra,400.42
2030-05-28,transporte,Compra,154.54
2030-05-29,mercado,Assinatura mensal,78.17
2030-05-30,alimentacao,Mercado,332.97
2030-05-31,assinaturas,Mercado,348.79
2030-06-01,assinaturas,Mercado,441.11
2030-06-02,saude,Mercado,67.1
2030-06-03,transporte,Assinatura mensal,320.69
2030-06-04,assinaturas,Taxi/Uber,190.7
2030-06-05,lazer,Farmácia,412.01
2030-06-06,assinaturas,Farmácia,186.48
2030-06-07,transporte,Farmácia,203.45
2030-06-08,assinaturas,Farmácia,61.42
2030-06-09,alimentacao,Assinatura mensal,147.82
2030-06-10,transporte,Taxi/Uber,183.37
2030-06-11,mercado,Assinatura mensal,12.79
2030-06-12,alimentacao,Taxi/Uber,199.72
2030-06-13,assinaturas,Assinatura mensal,154.66
2030-06-14,mercado,Compra,362.71
2030-06-15,saude,Taxi/Uber,52.67
2030-06-16,alimentacao,Farmácia,343.29
2030-06-17,saude,Taxi/Uber,322.74
2030-06-18,lazer,Restaurante,112.59
2030-06-19,alimentacao,Mercado,42.06
2030-06-20,mercado,Taxi/Uber,379.62
2030-06-21,saude,Restaurante,116.0
2030-06-22,lazer,Mercado,69.77
2030-06-23,saude,Restaurante,164.77
2030-06-24,assinaturas,Mercado,183.39
2030-06-25,transporte,Compra,150.11
2030-06-26,saude,Taxi/Uber,439.53
2030-06-27,assinaturas,Restaurante,396.97
2030-06-28,transporte,Compra,393.47
2030-06-29,transporte,Farmácia,182.45
2030-06-30,mercado,Taxi/Uber,433.48
2030-07-01,lazer,Assinatura mensal,309.39
2030-07-02,lazer,Assinatura mensal,375.24
2030-07-03,alimentacao,Assinatura mensal,227.89
2030-07-04,assinaturas,Restaurante,76.47
2030-07-05,mercado,Restaurante,399.66
2030-07-06,saude,Mercado,221.46
2030-07-07,assinaturas,Assinatura mensal,436.01
2030-07-08,saude,Farmácia,118.41
2030-07-09,saude,Restaurante,446.61
2030-07-10,saude,Taxi/Uber,103.98
2030-07-11,alimentacao,Restaurante,168.83
2030-07-12,alimentacao,Taxi/Uber,269.34
2030-07-13,mercado,Restaurante,313.53
2030-07-14,alimentacao,Mercado,325.53
2030-07-15,mercado,Mercado,216.93
2030-07-16,alimentacao,Mercado,39.19
2030-07-17,lazer,Farmácia,225.74
2030-07-18,mercado,Restaurante,153.94
2030-07-19,lazer,Taxi/Uber,297.66
2030-07-20,lazer,Restaurante,86.11
2030-07-21,mercado,Compra,180.29
2030-07-22,assinaturas,Mercado,434.92
2030-07-23,transporte,Assinatura mensal,44.55
2030-07-24,alimentacao,Compra,273.04
2030-07-25,saude,Compra,45.34
2030-07-26,alimentacao,Mercado,74.86
2030-07-27,saude,Assinatura mensal,274.2
2030-07-28,assinaturas,Mercado,202.58
2030-07-29,transporte,Mercado,249.08
2030-07-30,assinaturas,Assinatura mensal,396.54
2030-07-31,transporte,Compra,368.67
2030-08-01,mercado,Compra,400.15
2030-08-02,mercado,Restaurante,279.23
2030-08-03,saude,Assinatura mensal,222.89
2030-08-04,lazer,Compra,209.34
2030-08-05,lazer,Farmácia,334.21
2030-08-06,saude,Mercado,236.98
2030-08-07,mercado,Farmácia,52.07
2030-08-08,saude,Farmácia,68.16
2030-08-09,lazer,Restaurante,163.9
2030-08-10,saude,Restaurante,35.18
2030-08-11,mercado,Restaurante,111.46
2030-08-12,assinaturas,Farmácia,297.1
2030-08-13,alimentacao,Taxi/Uber,10.53
2030-08-14,mercado,Taxi/Uber,273.82
2030-08-15,saude,Farmácia,348.7
2030-08-16,mercado,Mercado,80.72
2030-08-17,mercado,Farmácia,85.53
2030-08-18,lazer,Farmácia,17.84
2030-08-19,saude,Restaurante,233.04
2030-08-20,lazer,Restaurante,296.29
2030-08-21,saude,Restaurante,208.32
2030-08-22,lazer,Taxi/Uber,178.3
2030-08-23,lazer,Farmácia,207.21
2030-08-24,assinaturas,Mercado,352.78
2030-08-25,mercado,Mercado,19.91
2030-08-26,assinaturas,Restaurante,353.8
2030-08-27,lazer,Restaurante,301.52
2030-08-28,assinaturas,Farmácia,112.43
2030-08-29,mercado,Mercado,238.51
2030-08-30,mercado,Farmácia,26.93
2030-08-31,lazer,Taxi/Uber,173.92
2030-09-01,mercado,Farmácia,82.45
2030-09-02,assinaturas,Restaurante,14.92
2030-09-03,transporte,Compra,163.9
2030-09-04,mercado,Taxi/Uber,328.12
2030-09-05,assinaturas,Mercado,414.85
2030-09-06,assinaturas,Mercado,299.71
2030-09-07,assinaturas,Restaurante,183.88
2030-09-08,mercado,Restaurante,449.78
2030-09-09,transporte,Taxi/Uber,130.91
2030-09-10,lazer,Restaurante,88.27
2030-09-11,lazer,Compra,211.34
2030-09-12,mercado,Taxi/Uber,229.69
2030-09-13,mercado,Restaurante,162.9
2030-09-14,alimentacao,Assinatura mensal,314.5
2030-09-15,saude,Compra,86.82
2030-09-16,transporte,Taxi/Uber,232.1
2030-09-17,assinaturas,Assinatura mensal,227.56
2030-09-18,saude,Farmácia,371.58
2030-09-19,assinaturas,Compra,417.5
2030-09-20,saude,Farmácia,300.15
2030-09-21,lazer,Assinatura mensal,140.89
2030-09-22,saude,Mercado,311.88
2030-09-23,mercado,Mercado,116.86
2030-09-24,transporte,Restaurante,435.11
2030-09-25,lazer,Mercado,370.95
2030-09-26,saude,Farmácia,196.88
2030-09-27,transporte,Compra,354.03
2030-09-28,mercado,Farmácia,186.85
2030-09-29,assinaturas,Farmácia,38.2
2030-09-30,alimentacao,Mercado,319.51
2030-10-01,transporte,Farmácia,185.05
2030-10-02,assinaturas,Assinatura mensal,418.99
2030-10-03,transporte,Taxi/Uber,141.42
2030-10-04,transporte,Taxi/Uber,380.28
2030-10-05,transporte,Taxi/Uber,307.79
2030-10-06,mercado,Restaurante,384.73
2030-10-07,lazer,Mercado,134.89
2030-10-08,transporte,Mercado,210.3
2030-10-09,mercado,Taxi/Uber,371.29
2030-10-10,alimentacao,Compra,291.5
2030-10-11,lazer,Restaurante,165.17
2030-10-12,mercado,Taxi/Uber,232.84
2030-10-13,alimentacao,Farmácia,448.26
2030-10-14,lazer,Taxi/Uber,335.12
2030-10-15,mercado,Taxi/Uber,278.46
2030-10-16,alimentacao,Compra,373.42
2030-10-17,mercado,Mercado,201.7
2030-10-18,alimentacao,Mercado,427.78
2030-10-19,transporte,Farmácia,250.65
2030-10-20,transporte,Taxi/Uber,150.46
2030-10-21,lazer,Assinatura mensal,43.28
2030-10-22,alimentacao,Farmácia,172.18
2030-10-23,transporte,Mercado,258.04
2030-10-24,lazer,Compra,317.95
2030-10-25,assinaturas,Mercado,394.43
2030-10-26,transporte,Mercado,425.06
2030-10-27,transporte,Compra,50.59
2030-10-28,saude,Taxi/Uber,272.4
2030-10-29,mercado,Taxi/Uber,301.63
2030-10-30,assinaturas,Mercado,81.57
2030-10-31,alimentacao,Farmácia,247.79
2030-11-01,lazer,Assinatura mensal,154.0
2030-11-02,assinaturas,Farmácia,39.45
2030-11-03,alimentacao,Restaurante,34.31
2030-11-04,transporte,Farmácia,342.85
2030-11-05,saude,Mercado,278.88
2030-11-06,lazer,Mercado,323.23
2030-11-07,lazer,Assinatura mensal,309.95
2030-11-08,assinaturas,Assinatura mensal,64.77
2030-11-09,mercado,Assinatura mensal,72.45
2030-11-10,alimentacao,Mercado,117.36
2030-11-11,saude,Mercado,182.6
2030-11-12,saude,Farmácia,422.93
2030-11-13,assinaturas,Mercado,304.88
2030-11-14,mercado,Restaurante,118.55
2030-11-15,mercado,Taxi/Uber,29.91
2030-11-16,mercado,Taxi/Uber,309.48
2030-11-17,lazer,Assinatura mensal,283.27
2030-11-18,alimentacao,Mercado,305.71
2030-11-19,alimentacao,Restaurante,121.22
2030-11-20,assinaturas,Taxi/Uber,235.05
2030-11-21,transporte,Farmácia,165.96
2030-11-22,assinaturas,Compra,368.88
2030-11-23,alimentacao,Farmácia,35.88
2030-11-24,lazer,Compra,127.57
2030-11-25,assinaturas,Restaurante,273.31
2030-11-26,transporte,Farmácia,96.32
2030-11-27,saude,Taxi/Uber,304.36
2030-11-28,assinaturas,Mercado,65.86
2030-11-29,mercado,Compra,15.15
2030-11-30,transporte,Mercado,389.26
2030-12-01,mercado,Restaurante,153.38
2030-12-02,lazer,Mercado,74.8
2030-12-03,alimentacao,Taxi/Uber,81.86
2030-12-04,assinaturas,Restaurante,399.22
2030-12-05,assinaturas,Assinatura mensal,296.22
2030-12-06,mercado,Assinatura mensal,430.57
2030-12-07,mercado,Compra,361.02
2030-12-08,alimentacao,Taxi/Uber,346.56
2030-12-09,assinaturas,Mercado,227.42
2030-12-10,alimentacao,Farmácia,370.26
2030-12-11,mercado,Farmácia,188.63
2030-12-12,saude,Restaurante,373.02
2030-12-13,mercado,Compra,342.19
2030-12-14,transporte,Compra,306.91
2030-12-15,mercado,Compra,151.72
2030-12-16,mercado,Taxi/Uber,285.67
2030-12-17,saude,Farmácia,230.52
2030-12-18,alimentacao,Restaurante,210.39
2030-12-19,transporte,Taxi/Uber,445.66
2030-12-20,transporte,Restaurante,229.46
2030-12-21,assinaturas,Taxi/Uber,19.23
2030-12-22,saude,Mercado,283.78
2030-12-23,lazer,Taxi/Uber,328.96
2030-12-24,assinaturas,Taxi/Uber,398.91
2030-12-25,assinaturas,Mercado,286.54
2030-12-26,assinaturas,Assinatura mensal,13.66
2030-12-27,transporte,Mercado,58.29
2030-12-28,alimentacao,Compra,76.75
2030-12-29,mercado,Assinatura mensal,99.01
2030-12-30,transporte,Farmácia,360.9
2030-12-31,mercado,Restaurante,142.84
2031-01-01,mercado,Taxi/Uber,144.0
2031-01-02,lazer,Assinatura mensal,341.24
2031-01-03,assinaturas,Farmácia,188.53
2031-01-04,lazer,Mercado,33.76
2031-01-05,assinaturas,Mercado,265.38
2031-01-06,transporte,Compra,62.88
2031-01-07,mercado,Compra,259.39
2031-01-08,lazer,Assinatura mensal,351.94
2031-01-09,saude,Restaurante,418.62
2031-01-10,transporte,Taxi/Uber,34.84
2031-01-11,transporte,Mercado,140.27
2031-01-12,saude,Assinatura mensal,295.35
2031-01-13,assinaturas,Assinatura mensal,145.38
2031-01-14,mercado,Restaurante,205.71
2031-01-15,assinaturas,Assinatura mensal,13.94
2031-01-16,assinaturas,Compra,313.61
2031-01-17,transporte,Restaurante,398.06
2031-01-18,assinaturas,Mercado,439.7
2031-01-19,alimentacao,Compra,374.59
2031-01-20,saude,Compra,19.14
2031-01-21,saude,Restaurante,295.08
2031-01-22,mercado,Restaurante,225.57
2031-01-23,saude,Assinatura mensal,422.36
2031-01-24,assinaturas,Farmácia,406.45
2031-01-25,assinaturas,Farmácia,444.68
2031-01-26,lazer,Farmácia,388.56
2031-01-27,mercado,Assinatura mensal,248.37
2031-01-28,mercado,Taxi/Uber,323.13
2031-01-29,saude,Mercado,434.28
2031-01-30,assinaturas,Assinatura mensal,262.26
2031-01-31,alimentacao,Assinatura mensal,378.79
2031-02-01,lazer,Compra,424.28
2031-02-02,alimentacao,Farmácia,258.89
2031-02-03,assinaturas,Restaurante,75.82
2031-02-04,mercado,Assinatura mensal,74.23
2031-02-05,mercado,Taxi/Uber,56.32
2031-02-06,alimentacao,Mercado,216.96
2031-02-07,transporte,Taxi/Uber,218.66
2031-02-08,assinaturas,Assinatura mensal,279.73
2031-02-09,mercado,Assinatura mensal,219.88
2031-02-10,saude,Compra,438.01
2031-02-11,transporte,Taxi/Uber,134.63
2031-02-12,mercado,Compra,393.85
2031-02-13,saude,Restaurante,49.65
2031-02-14,mercado,Taxi/Uber,272.85
2031-02-15,transporte,Farmácia,293.5
2031-02-16,alimentacao,Restaurante,348.64
2031-02-17,assinaturas,Farmácia,228.84
2031-02-18,transporte,Taxi/Uber,92.77
2031-02-19,transporte,Compra,169.2
2031-02-20,mercado,Farmácia,126.11
2031-02-21,saude,Assinatura mensal,191.5
2031-02-22,transporte,Mercado,240.84
2031-02-23,assinaturas,Compra,283.16
2031-02-24,alimentacao,Restaurante,381.08
2031-02-25,saude,Restaurante,409.95
2031-02-26,alimentacao,Taxi/Uber,210.85
2031-02-27,alimentacao,Restaurante,44.46
2031-02-28,assinaturas,Mercado,359.69
2031-03-01,mercado,Mercado,217.34
2031-03-02,saude,Assinatura mensal,248.17
2031-03-03,saude,Restaurante,270.13
2031-03-04,assinaturas,Compra,302.2
2031-03-05,saude,Mercado,401.09
2031-03-06,transporte,Compra,428.71
2031-03-07,lazer,Assinatura mensal,423.38
2031-03-08,lazer,Taxi/Uber,365.21
2031-03-09,lazer,Mercado,400.71
2031-03-10,alimentacao,Mercado,27.1
2031-03-11,saude,Mercado,382.86
2031-03-12,assinaturas,Restaurante,37.16
2031-03-13,saude,Compra,337.06
2031-03-14,assinaturas,Mercado,80.37
2031-03-15,saude,Compra,165.25
2031-03-16,alimentacao,Restaurante,86.96
2031-03-17,transporte,Farmácia,202.34
2031-03-18,lazer,Farmácia,188.23
2031-03-19,lazer,Compra,26.39
2031-03-20,saude,Restaurante,374.57
2031-03-21,alimentacao,Farmácia,385.11
2031-03-22,lazer,Assinatura mensal,355.44
2031-03-23,saude,Assinatura mensal,382.18
2031-03-24,mercado,Farmácia,339.14
2031-03-25,saude,Taxi/Uber,422.18
2031-03-26,assinaturas,Compra,261.49
2031-03-27,lazer,Farmácia,264.28
2031-03-28,lazer,Compra,387.66
2031-03-29,mercado,Restaurante,160.49
2031-03-30,transporte,Farmácia,27.29
2031-03-31,saude,Assinatura mensal,338.69
2031-04-01,transporte,Restaurante,118.29
2031-04-02,saude,Taxi/Uber,216.03
2031-04-03,mercado,Compra,112.0
2031-04-04,transporte,Taxi/Uber,373.06
2031-04-05,alimentacao,Assinatura mensal,431.44
2031-04-06,mercado,Mercado,29.49
2031-04-07,saude,Mercado,108.85
2031-04-08,assinaturas,Compra,89.36
2031-04-09,assinaturas,Restaurante,304.58
2031-04-10,assinaturas,Assinatura mensal,195.76
2031-04-11,saude,Compra,208.04
2031-04-12,lazer,Restaurante,74.9
2031-04-13,mercado,Compra,189.56
2031-04-14,mercado,Compra,139.94
2031-04-15,transporte,Taxi/Uber,276.98
2031-04-16,mercado,Farmácia,101.67
2031-04-17,mercado,Assinatura mensal,278.59
2031-04-18,transporte,Taxi/Uber,173.1
2031-04-19,mercado,Restaurante,159.1
2031-04-20,mercado,Farmácia,140.97
2031-04-21,alimentacao,Compra,304.86
2031-04-22,saude,Mercado,255.28
2031-04-23,transporte,Taxi/Uber,384.02
2031-04-24,alimentacao,Assinatura mensal,112.52
2031-04-25,lazer,Assinatura mensal,22.85
2031-04-26,transporte,Farmácia,86.0
2031-04-27,saude,Taxi/Uber,157.79
2031-04-28,mercado,Compra,84.95
2031-04-29,mercado,Farmácia,42.16
2031-04-30,alimentacao,Restaurante,203.18
2031-05-01,alimentacao,Assinatura mensal,306.24
2031-05-02,lazer,Restaurante,339.45
2031-05-03,lazer,Taxi/Uber,182.43
2031-05-04,saude,Mercado,217.73
2031-05-05,mercado,Restaurante,341.18
2031-05-06,assinaturas,Compra,161.95
2031-05-07,lazer,Assinatura mensal,354.22
2031-05-08,mercado,Taxi/Uber,435.48
2031-05-09,lazer,Mercado,396.81
2031-05-10,transporte,Assinatura mensal,206.85
2031-05-11,alimentacao,Mercado,262.89
2031-05-12,mercado,Assinatura mensal,323.81
2031-05-13,lazer,Farmácia,160.44
2031-05-14,alimentacao,Farmácia,360.66
2031-05-15,assinaturas,Farmácia,199.43
2031-05-16,lazer,Taxi/Uber,381.84
2031-05-17,mercado,Farmácia,118.36
2031-05-18,transporte,Taxi/Uber,10.06
2031-05-19,alimentacao,Compra,286.55
2031-05-20,alimentacao,Farmácia,206.09
2031-05-21,transporte,Taxi/Uber,31.62
2031-05-22,mercado,Assinatura mensal,221.99
2031-05-23,saude,Taxi/Uber,80.01
2031-05-24,assinaturas,Restaurante,285.24
2031-05-25,saude,Taxi/Uber,203.05
2031-05-26,transporte,Restaurante,81.15
2031-05-27,assinaturas,Assinatura mensal,188.31
2031-05-28,mercado,Taxi/Uber,108.56
2031-05-29,lazer,Assinatura mensal,295.63
2031-05-30,lazer,Restaurante,136.34
2031-05-31,saude,Mercado,370.8
2031-06-01,mercado,Farmácia,11.3
2031-06-02,assinaturas,Restaurante,184.52
2031-06-03,saude,Compra,279.6
2031-06-04,transporte,Taxi/Uber,15.06
2031-06-05,saude,Assinatura mensal,101.05
2031-06-06,mercado,Farmácia,150.7
2031-06-07,mercado,Taxi/Uber,14.72
2031-06-08,lazer,Farmácia,248.28
2031-06-09,transporte,Mercado,285.74
2031-06-10,lazer,Taxi/Uber,106.25
2031-06-11,assinaturas,Assinatura mensal,246.85
2031-06-12,assinaturas,Mercado,449.61
2031-06-13,alimentacao,Taxi/Uber,399.68
2031-06-14,mercado,Farmácia,31.1
2031-06-15,transporte,Mercado,61.91
2031-06-16,transporte,Assinatura mensal,225.01
2031-06-17,lazer,Taxi/Uber,114.11
2031-06-18,saude,Farmácia,41.03
2031-06-19,saude,Farmácia,118.28
2031-06-20,lazer,Restaurante,32.22
2031-06-21,saude,Mercado,240.81
2031-06-22,transporte,Taxi/Uber,223.16
2031-06-23,lazer,Restaurante,7.82
2031-06-24,saude,Farmácia,219.72
2031-06-25,alimentacao,Mercado,236.31
2031-06-26,mercado,Compra,274.54
2031-06-27,alimentacao,Farmácia,436.69
2031-06-28,saude,Mercado,442.3
2031-06-29,assinaturas,Compra,239.48
2031-06-30,transporte,Mercado,381.11
2031-07-01,alimentacao,Farmácia,42.9
2031-07-02,alimentacao,Compra,241.36
2031-07-03,lazer,Mercado,307.11
2031-07-04,lazer,Taxi/Uber,256.3
2031-07-05,lazer,Compra,107.67
2031-07-06,saude,Mercado,32.88
2031-07-07,assinaturas,Taxi/Uber,177.07
2031-07-08,alimentacao,Compra,293.2
2031-07-09,mercado,Mercado,446.31
2031-07-10,lazer,Farmácia,110.26
2031-07-11,assinaturas,Compra,413.42
2031-07-12,saude,Compra,35.38
2031-07-13,assinaturas,Taxi/Uber,419.29
2031-07-14,lazer,Restaurante,375.4
2031-07-15,transporte,Restaurante,14.32
2031-07-16,alimentacao,Mercado,137.69
2031-07-17,lazer,Farmácia,27.68
2031-07-18,mercado,Taxi/Uber,448.0
2031-07-19,alimentacao,Compra,195.39
2031-07-20,assinaturas,Restaurante,299.67
2031-07-21,mercado,Taxi/Uber,109.21
2031-07-22,alimentacao,Taxi/Uber,420.51
2031-07-23,mercado,Taxi/Uber,127.01
2031-07-24,assinaturas,Compra,120.8
2031-07-25,lazer,Assinatura mensal,145.0
2031-07-26,mercado,Taxi/Uber,210.81
2031-07-27,lazer,Assinatura mensal,13.25
2031-07-28,assinaturas,Restaurante,271.04
2031-07-29,assinaturas,Farmácia,19.09
2031-07-30,mercado,Restaurante,244.95
2031-07-31,mercado,Farmácia,208.76
2031-08-01,assinaturas,Farmácia,112.93
2031-08-02,mercado,Restaurante,151.75
2031-08-03,mercado,Mercado,319.02
2031-08-04,mercado,Compra,9.27
2031-08-05,saude,Assinatura mensal,145.91
2031-08-06,mercado,Mercado,307.73
2031-08-07,alimentacao,Assinatura mensal,72.76
2031-08-08,assinaturas,Compra,254.37
2031-08-09,assinaturas,Taxi/Uber,80.18
2031-08-10,transporte,Restaurante,73.87
2031-08-11,lazer,Mercado,348.66
2031-08-12,transporte,Compra,123.6
2031-08-13,mercado,Restaurante,172.22
2031-08-14,mercado,Mercado,329.86
2031-08-15,alimentacao,Farmácia,84.89
2031-08-16,alimentacao,Mercado,241.62
